Corporation,Rating,Credit_Score,Default_Probability,Raw_Log_Odds,Score_Percentile
TransDigm Inc.,CCC+,1000,1.0,3.2756414782781134,50.0064061499039
TransDigm Inc.,CCC+,1000,1.0,3.2756414782781134,50.0064061499039
TransDigm Inc.,CCC+,1000,1.0,3.2756414782781134,50.0064061499039
"TreeHouse Foods, Inc.",B,1000,0.02543859649122807,0.47339082483475003,50.0064061499039
"TreeHouse Foods, Inc.",B+,1000,0.0,-0.606943702093524,50.0064061499039
Trimas Company LLC,BB-,1000,0.0,-1.2582509796119918,50.0064061499039
Trimble Inc.,BBB-,1000,0.0,-4.841347597838681,50.0064061499039
Trimble Inc.,BBB,1000,0.0,-5.921682124766953,50.0064061499039
Trinity Industries Inc.,BB+,1000,0.0,-3.732224720516591,50.0064061499039
Triton Container International Ltd.,BBB,1000,0.0,-5.4064340984877735,50.0064061499039
Triton Container International Ltd.,BBB,1000,0.0,-5.4064340984877735,50.0064061499039
"Triumph Group, Inc.",BB-,1000,0.0,-1.6764969606529547,50.0064061499039
Tupperware Brands Corporation,BBB-,1000,0.0,-5.255467149302131,50.0064061499039
Tutor Perini Corporation,BB-,1000,0.0,-1.7844239395390495,50.0064061499039
"Twitter, Inc.",BB-,1000,0.0,-0.8122687563269633,50.0064061499039
Tyson Foods Inc.,BBB-,1000,0.0,-5.529932076768402,50.0064061499039
Tyson Foods Inc.,BBB-,1000,0.0,-5.529932076768402,50.0064061499039
"Tyson Foods, Inc.",BBB,1000,0.0,-6.610266603696674,50.0064061499039
"Tyson Foods, Inc.",BBB-,1000,0.0,-5.529932076768402,50.0064061499039
"Tyson Foods, Inc.",BBB-,1000,0.0,-5.238469445343366,50.0064061499039
UGI CORPORATION,BBB,1000,0.0,-5.490547151644362,50.0064061499039
UGI CORPORATION,BBB,1000,0.0,-5.490547151644362,50.0064061499039
UGI CORPORATION,BBB,1000,0.0,-5.490547151644362,50.0064061499039
UGI CORPORATION,BBB,1000,0.0,-5.490547151644362,50.0064061499039
UGI CORPORATION,BBB,1000,0.0,-5.619293444380778,50.0064061499039
UNION PACIFIC CORPORATION,AA,1000,0.0,-12.577287055209988,50.0064061499039
UNION PACIFIC CORPORATION,AAA,1000,0.0,-14.737956109066536,50.0064061499039
UNION PACIFIC CORPORATION,AA,1000,0.0,-12.577287055209988,50.0064061499039
UNION PACIFIC CORPORATION,AA,1000,0.0,-12.577287055209988,50.0064061499039
UNISYS CORPORATION,BB+,1000,0.0,-4.250442918537178,50.0064061499039
UNISYS CORPORATION,BB+,1000,0.0,-4.250442918537178,50.0064061499039
UNISYS CORPORATION,BB+,1000,0.0,-4.250442918537178,50.0064061499039
UNISYS CORPORATION,BB+,1000,0.0,-4.250442918537178,50.0064061499039
UNISYS CORPORATION,BB+,1000,0.0,-4.250442918537178,50.0064061499039
UNISYS CORPORATION,BB+,1000,0.0,-4.250442918537178,50.0064061499039
"UNITED PARCEL SERVICE, INC",AA-,1000,0.0,-10.771083493510757,50.0064061499039
"UNITED PARCEL SERVICE, INC",AA-,1000,0.0,-10.771083493510757,50.0064061499039
"UNITED PARCEL SERVICE, INC",AA-,1000,0.0,-10.771083493510757,50.0064061499039
"UNITED RENTALS, INC",BB-,1000,0.0,-1.4806027714870726,50.0064061499039
"UNITED RENTALS, INC",BB-,1000,0.0,-1.4806027714870726,50.0064061499039
"UNITED RENTALS, INC",BB-,1000,0.0,-1.4806027714870726,50.0064061499039
UNITED STATES CELLULAR,BB,1000,0.0,-2.5127675661602495,50.0064061499039
UNITED STATES CELLULAR,BB,1000,0.0,-2.5127675661602495,50.0064061499039
UNITED STATES CELLULAR,BB,1000,0.0,-2.5127675661602495,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.81834313084501,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.81834313084501,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.81834313084501,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.81834313084501,50.0064061499039
UNITEDHEALTH GROUP,A,1000,0.0,-9.81834313084501,50.0064061499039
UNIVERSAL CORP,BBB,1000,0.0,-6.319238432036597,50.0064061499039
UNIVERSAL CORP,BBB,1000,0.0,-6.319238432036597,50.0064061499039
UNIVERSAL CORP,BBB,1000,0.0,-6.316963407535887,50.0064061499039
UNIVERSAL CORP,BBB,1000,0.0,-6.316963407535887,50.0064061499039
UNIVERSAL CORP,BBB,1000,0.0,-6.316963407535887,50.0064061499039
UNIVERSAL CORP,BBB-,1000,0.0,-5.236628880607615,50.0064061499039
UNIVERSAL CORP,BBB-,1000,0.0,-5.236628880607615,50.0064061499039
UNIVERSAL CORP,BBB-,1000,0.0,-5.236628880607615,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB-,1000,0.0,-4.286373288635941,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB-,1000,0.0,-4.286373288635941,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB-,1000,0.0,-4.286373288635941,50.0064061499039
"UNIVERSAL HEALTH SERVICES,",BBB,1000,0.0,-5.366707815564213,50.0064061499039
Union Pacific Corporation,BBB+,1000,0.0,-7.175614420568616,50.0064061499039
Union Pacific Corporation,A-,1000,0.0,-8.255948947496892,50.0064061499039
Union Pacific Corporation,A-,1000,0.0,-8.255948947496892,50.0064061499039
United States Cellular Corporation,BB+,1000,0.0,-3.5931020930885236,50.0064061499039
United States Cellular Corporation,BB,1000,0.0,-2.5127675661602495,50.0064061499039
United States Cellular Corporation,BB+,1000,0.0,-3.5931020930885236,50.0064061499039
UnitedHealth Group Incorporated,A-,1000,0.0,-8.738008603916738,50.0064061499039
"Universal Health Services, Inc.",BBB-,1000,0.0,-4.286373288635941,50.0064061499039
"Universal Health Services, Inc.",BB+,1000,0.0,-3.2060387617076653,50.0064061499039
Universal Hospital Services Inc.,B,1000,0.101010101010101,1.1152993460054308,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.35512795957422,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.35512795957422,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.35512795957422,50.0064061499039
V.F. CORPORATION,A+,1000,0.0,-10.35512795957422,50.0064061499039
VECTOR GROUP LTD,B-,1000,0.9716931216931216,2.2446908952779214,50.0064061499039
VECTOR GROUP LTD,B-,1000,0.9716931216931216,2.2446908952779214,50.0064061499039
VECTOR GROUP LTD,B-,1000,0.9716931216931216,2.2446908952779214,50.0064061499039
VECTOR GROUP LTD,B,1000,0.3201535813155206,1.1643563683496456,50.0064061499039
VERISK ANALYTICS INC,A-,1000,0.0,-8.443117063584156,50.0064061499039
VERISK ANALYTICS INC,A-,1000,0.0,-8.443117063584156,50.0064061499039
VERISK ANALYTICS INC,A-,1000,0.0,-8.443117063584156,50.0064061499039
VERISK ANALYTICS INC,A-,1000,0.0,-8.443117063584156,50.0064061499039
VERTEX PHARMACEUTICALS,BBB,1000,0.0,-4.920173741276447,50.0064061499039
VULCAN MATERIALS COMPANY,BB-,1000,0.0,-0.9531024431143624,50.0064061499039
VULCAN MATERIALS COMPANY,BB-,1000,0.0,-0.9531024431143624,50.0064061499039
VULCAN MATERIALS COMPANY,BB-,1000,0.0,-0.9531024431143624,50.0064061499039
VULCAN MATERIALS COMPANY,BB,1000,0.0,-2.0334369700426365,50.0064061499039
VULCAN MATERIALS COMPANY,BB,1000,0.0,-2.0334369700426365,50.0064061499039
Valmont Industries Inc.,BBB+,1000,0.0,-7.4238600778373804,50.0064061499039
Valmont Industries Inc.,BBB+,1000,0.0,-7.4238600778373804,50.0064061499039
"Valmont Industries, Inc.",BBB,1000,0.0,-6.343525550909103,50.0064061499039
Vector Group Ltd.,B+,1000,0.008771929824561403,0.08402184142137159,50.0064061499039
Vector Group Ltd.,BB-,1000,0.0,-0.9963126855069024,50.0064061499039
Vector Group Ltd.,B+,1000,0.008771929824561403,0.08402184142137159,50.0064061499039
Verint Systems Inc.,BB-,1000,0.0,-1.1763891609474069,50.0064061499039
Verint Systems Inc.,BBB-,1000,0.0,-4.417392741732231,50.0064061499039
"Verisk Analytics, Inc.",BBB-,1000,0.0,-5.20211348279933,50.0064061499039
"Verisk Analytics, Inc.",BBB-,1000,0.0,-5.20211348279933,50.0064061499039
"Verisk Analytics, Inc.",BBB-,1000,0.0,-5.20211348279933,50.0064061499039
Vishay Intertechnology Inc.,BB+,1000,0.0,-3.914697369554892,50.0064061499039
Vulcan Materials Company,BB+,1000,0.0,-3.1137714969709105,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,A,1000,0.0,-9.757571058063034,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,A,1000,0.0,-9.757571058063034,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,A,1000,0.0,-9.757571058063034,50.0064061499039
WALGREENS BOOTS ALLIANCE INC,A,1000,0.0,-9.742104406573796,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BBB-,1000,0.0,-4.531581643164776,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB+,1000,0.0,-3.4512471162365,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB+,1000,0.0,-3.4512471162365,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB,1000,0.0,-2.370912589308226,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB,1000,0.0,-2.370912589308226,50.0064061499039
WEATHERFORD INTERNATIONAL PLC,BB,1000,0.0,-2.370912589308226,50.0064061499039
WEC ENERGY GROUP INC,A-,1000,0.0,-7.68967757106388,50.0064061499039
WEC ENERGY GROUP INC,AA-,1000,0.0,-10.9306811518487,50.0064061499039
WEC ENERGY GROUP INC,A-,1000,0.0,-7.68967757106388,50.0064061499039
WEC ENERGY GROUP INC,A+,1000,0.0,-9.850346624920428,50.0064061499039
WEC Energy Group Inc.,A,1000,0.0,-8.770012097992153,50.0064061499039
WEC Energy Group Inc.,A,1000,0.0,-8.770012097992153,50.0064061499039
"WEC Energy Group, Inc.",A,1000,0.0,-8.770012097992153,50.0064061499039
WENDY'S COMPANY,BB-,1000,0.0,-1.4244370396867474,50.0064061499039
WENDY'S COMPANY,BB-,1000,0.0,-1.4244370396867474,50.0064061499039
WENDY'S COMPANY,BB-,1000,0.0,-1.4244370396867474,50.0064061499039
WENDY'S COMPANY,BB-,1000,0.0,-1.4244370396867474,50.0064061499039
WENDY'S COMPANY,BB-,1000,0.0,-1.4244370396867474,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.3254532710288025,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.3254532710288025,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.3254532710288025,50.0064061499039
WILLIAMS COMPANIES INC.,BB+,1000,0.0,-3.3254532710288025,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BBB,1000,0.0,-6.216283885957401,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BBB,1000,0.0,-6.216283885957401,50.0064061499039
"WORTHINGTON INDUSTRIES, INC",BBB,1000,0.0,-6.216283885957401,50.0064061499039
WPP CP LLC,BBB+,1000,0.0,-6.7604431030687255,50.0064061499039
WPP CP LLC,A,1000,0.0,-8.921112156925277,50.0064061499039
WPP CP LLC,A,1000,0.0,-8.921112156925277,50.0064061499039
WPP PLC,A-,1000,0.0,-7.840777629997005,50.0064061499039
WPP PLC,A-,1000,0.0,-7.840777629997005,50.0064061499039
WPP PLC,A,1000,0.0,-8.921112156925277,50.0064061499039
"WYNN RESORTS, LIMITED",BBB,1000,0.0,-5.696264060039265,50.0064061499039
"WYNN RESORTS, LIMITED",BBB,1000,0.0,-5.696264060039265,50.0064061499039
"WYNN RESORTS, LIMITED",BBB,1000,0.0,-5.696264060039265,50.0064061499039
"Walgreens Boots Alliance, Inc.",BBB,1000,0.0,-6.501100825788974,50.0064061499039
Wausau Paper Corp.,B,1000,0.05588235294117647,0.8018985854291962,50.0064061499039
Weatherford International LLC,BBB-,1000,0.0,-4.531581643164776,50.0064061499039
"Williams Companies, Inc. (The)",BBB-,1000,0.0,-4.405787797957078,50.0064061499039
Wolverine World Wide Inc,BB-,1000,0.0,-1.5591150995322849,50.0064061499039
Worthington Industries Inc.,BBB,1000,0.0,-6.283708289512523,50.0064061499039
XCEL ENERGY INC.,AA-,1000,0.0,-10.857902035376151,50.0064061499039
XCEL ENERGY INC.,A-,1000,0.0,-7.616898454591331,50.0064061499039
XCEL ENERGY INC.,AA-,1000,0.0,-10.857902035376151,50.0064061499039
XEROX CORPORATION,BB+,1000,0.0,-3.4055483609777237,50.0064061499039
XEROX CORPORATION,BB+,1000,0.0,-3.4055483609777237,50.0064061499039
XEROX CORPORATION,BB+,1000,0.0,-3.4055483609777237,50.0064061499039
XEROX CORPORATION,BB+,1000,0.0,-3.4055483609777237,50.0064061499039
Xcel Energy Inc.,A-,1000,0.0,-7.616898454591331,50.0064061499039
Xcel Energy Inc.,BBB,1000,0.0,-5.456229400734781,50.0064061499039
Xcel Energy Inc.,A-,1000,0.0,-7.616898454591331,50.0064061499039
Xerox Corporation,BBB,1000,0.0,-5.566217414834272,50.0064061499039
"YUM! BRANDS, INC.",BBB+,1000,0.0,-7.293690875803902,50.0064061499039
"YUM! BRANDS, INC.",BBB+,1000,0.0,-7.293690875803902,50.0064061499039
"YUM! BRANDS, INC.",BBB+,1000,0.0,-7.293690875803902,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.21335634887563,50.0064061499039
"YUM! BRANDS, INC.",BBB,1000,0.0,-6.21335634887563,50.0064061499039
York Water Co. (The),A-,1000,0.0,-7.7027773968743904,50.0064061499039
Yum! Brands Inc.,BBB,1000,0.0,-6.21335634887563,50.0064061499039
Zoetis Inc.,BBB-,1000,0.0,-4.976503354872385,50.0064061499039
eBay Inc.,A,1000,0.0,-8.896566506880704,50.0064061499039
eBay Inc.,BBB+,1000,0.0,-6.735897453024156,50.0064061499039
"iHeartCommunications, Inc.",C,1000,1.0,8.120053076626368,50.0064061499039
"iHeartCommunications, Inc.",CCC+,1000,0.9716931216931216,2.718380441984997,50.0064061499039
"iHeartCommunications, Inc.",CCC,1000,1.0,3.798714968913271,50.0064061499039
"iHeartCommunications, Inc.",CCC,1000,1.0,3.798714968913271,50.0064061499039
3M COMPANY,AA,1000,0.0,-12.735480118740428,50.0064061499039
3M COMPANY,AA,1000,0.0,-12.735480118740428,50.0064061499039
3M COMPANY,AA,1000,0.0,-12.735480118740428,50.0064061499039
3M COMPANY,AA,1000,0.0,-12.735480118740428,50.0064061499039
3M Company,AA-,1000,0.0,-11.655145591812152,50.0064061499039
AAR Corp.,B+,1000,0.0,-0.5418490948444177,50.0064061499039
ABB LTD,A,1000,0.0,-9.14324513443569,50.0064061499039
ABB LTD,A,1000,0.0,-9.14324513443569,50.0064061499039
ABB LTD,A,1000,0.0,-9.14324513443569,50.0064061499039
ABB LTD,A+,1000,0.0,-10.223579661363965,50.0064061499039
ABBOTT LABORATORIES,A+,1000,0.0,-9.981478303191262,50.0064061499039
ABBOTT LABORATORIES,A+,1000,0.0,-9.981478303191262,50.0064061499039
ABBOTT LABORATORIES,A+,1000,0.0,-9.981478303191262,50.0064061499039
ABBOTT LABORATORIES,A+,1000,0.0,-9.981478303191262,50.0064061499039
"ADVANCE AUTO PARTS, INC.",A-,1000,0.0,-7.996825689391054,50.0064061499039
"ADVANCE AUTO PARTS, INC.",A-,1000,0.0,-7.996825689391054,50.0064061499039
"ADVANCE AUTO PARTS, INC.",A-,1000,0.0,-7.996825689391054,50.0064061499039
"ADVANCE AUTO PARTS, INC.",A-,1000,0.0,-7.996825689391054,50.0064061499039
AECOM,BB-,1000,0.0,-1.5270163651773565,50.0064061499039
AIR PRODUCTS AND CHEMICALS,A,1000,0.0,-9.184525310270606,50.0064061499039
AIR PRODUCTS AND CHEMICALS,A,1000,0.0,-9.184525310270606,50.0064061499039
AIR PRODUCTS AND CHEMICALS,A,1000,0.0,-9.184525310270606,50.0064061499039
AIR PRODUCTS AND CHEMICALS,A,1000,0.0,-9.058146659173948,50.0064061499039
ALBANY INTERNATIONAL CORP.,BBB-,1000,0.0,-4.677599762225686,50.0064061499039
ALBANY INTERNATIONAL CORP.,BBB-,1000,0.0,-4.677599762225686,50.0064061499039
ALBANY INTERNATIONAL CORP.,BBB-,1000,0.0,-4.677599762225686,50.0064061499039
ALBEMARLE CORPORATION,BB+,1000,0.0,-3.9986231059163995,50.0064061499039
ALBEMARLE CORPORATION,BB+,1000,0.0,-3.9986231059163995,50.0064061499039
ALBEMARLE CORPORATION,BB+,1000,0.0,-3.9986231059163995,50.0064061499039
ALLEGHENY TECHNOLOGIES,B,1000,0.09705179133822005,0.8485661048866913,50.0064061499039
ALLEGHENY TECHNOLOGIES,B,1000,0.09705179133822005,0.8485661048866913,50.0064061499039
ALLEGHENY TECHNOLOGIES,B+,1000,0.0,-0.23176842204158277,50.0064061499039
ALLEGHENY TECHNOLOGIES,B+,1000,0.0,-0.23176842204158277,50.0064061499039
ALLEGHENY TECHNOLOGIES,B+,1000,0.0,-0.23176842204158277,50.0064061499039
ALLETE Inc.,A,1000,0.0,-8.73045612848635,50.0064061499039
ALLETE Inc.,A,1000,0.0,-8.73045612848635,50.0064061499039
ALLIANT ENERGY CORP,A-,1000,0.0,-7.606037837066564,50.0064061499039
ALLIANT ENERGY CORP,A-,1000,0.0,-7.606037837066564,50.0064061499039
ALLIANT ENERGY CORP,A-,1000,0.0,-7.606037837066564,50.0064061499039
ALLIANT ENERGY CORP,A-,1000,0.0,-7.606037837066564,50.0064061499039
"AMAZON.COM, INC",A+,1000,0.0,-10.353986699166304,50.0064061499039
"AMAZON.COM, INC",A+,1000,0.0,-10.353986699166304,50.0064061499039
"AMAZON.COM, INC",A+,1000,0.0,-10.353986699166304,50.0064061499039
"AMAZON.COM, INC",A+,1000,0.0,-10.353986699166304,50.0064061499039
AMC Networks Inc.,BB-,1000,0.0,-1.2004458118048724,50.0064061499039
AMEREN CORPORATION,B-,1000,0.836755233494364,2.0653868512145657,50.0064061499039
AMEREN CORPORATION,A-,1000,0.0,-7.657623891139904,50.0064061499039
AMEREN CORPORATION,A-,1000,0.0,-7.657623891139904,50.0064061499039
AMEREN CORPORATION,B-,1000,0.836755233494364,2.0653868512145657,50.0064061499039
AMEREN CORPORATION,A,1000,0.0,-8.737958418068176,50.0064061499039
AMEREN CORPORATION,B-,1000,0.836755233494364,2.0653868512145657,50.0064061499039
AMEREN CORPORATION,B-,1000,0.836755233494364,2.0653868512145657,50.0064061499039
AMEREN CORPORATION,A,1000,0.0,-8.737958418068176,50.0064061499039
AMERICA MOVIL SAB DE CV,A-,1000,0.0,-8.037388793769521,50.0064061499039
AMERICA MOVIL SAB DE CV,BBB+,1000,0.0,-6.957054266841245,50.0064061499039
AMERICA MOVIL SAB DE CV,BBB,1000,0.0,-5.876719739912971,50.0064061499039
AMERICA MOVIL SAB DE CV,BBB,1000,0.0,-5.876719739912971,50.0064061499039
AMERICAN AXLE & MANUFACTURING,BBB-,1000,0.0,-5.255156729474434,50.0064061499039
AMERICAN AXLE & MANUFACTURING,BBB-,1000,0.0,-5.255156729474434,50.0064061499039
AMERICAN AXLE & MANUFACTURING,BBB-,1000,0.0,-5.255156729474434,50.0064061499039
AMERICAN AXLE & MANUFACTURING,BBB-,1000,0.0,-5.255156729474434,50.0064061499039
AMERICAN AXLE & MANUFACTURING,BBB-,1000,0.0,-5.255156729474434,50.0064061499039
AMERICAN AXLE & MANUFACTURING,BBB-,1000,0.0,-5.255156729474434,50.0064061499039
AMERICAN ELECTRIC POWER,BBB,1000,0.0,-5.4739117667694845,50.0064061499039
AMERICAN ELECTRIC POWER,BBB,1000,0.0,-5.4739117667694845,50.0064061499039
AMERICAN ELECTRIC POWER,BBB+,1000,0.0,-6.554246293697759,50.0064061499039
AMERICAN ELECTRIC POWER,BBB+,1000,0.0,-6.554246293697759,50.0064061499039
"AMERICAN WATER WORKS COMPANY,",BBB+,1000,0.0,-6.362131739920537,50.0064061499039
"AMERICAN WATER WORKS COMPANY,",BBB+,1000,0.0,-6.362131739920537,50.0064061499039
"AMERICAN WATER WORKS COMPANY,",BBB+,1000,0.0,-6.362131739920537,50.0064061499039
AMERISOURCEBERGEN CORPORATION,AA-,1000,0.0,-11.838824663945834,50.0064061499039
AMERISOURCEBERGEN CORPORATION,AA-,1000,0.0,-11.838824663945834,50.0064061499039
AMERISOURCEBERGEN CORPORATION,AA-,1000,0.0,-11.838824663945834,50.0064061499039
AMERISOURCEBERGEN CORPORATION,AA-,1000,0.0,-11.838824663945834,50.0064061499039
AMERISOURCEBERGEN CORPORATION,A+,1000,0.0,-10.044624640070358,50.0064061499039
AMGEN INC.,BBB+,1000,0.0,-7.034552312730272,50.0064061499039
AMGEN INC.,BBB+,1000,0.0,-7.034552312730272,50.0064061499039
AMGEN INC.,BBB+,1000,0.0,-7.034552312730272,50.0064061499039
AMGEN INC.,BBB+,1000,0.0,-7.034552312730272,50.0064061499039
AMGEN INC.,BBB+,1000,0.0,-7.034552312730272,50.0064061499039
"AMKOR TECHNOLOGY, INC",BB+,1000,0.0,-3.6587625090697387,50.0064061499039
"AMKOR TECHNOLOGY, INC",BB,1000,0.0,-2.5784279821414646,50.0064061499039
"AMKOR TECHNOLOGY, INC",BB-,1000,0.0,-1.4980934552131906,50.0064061499039
"AMKOR TECHNOLOGY, INC",BB,1000,0.0,-2.5784279821414646,50.0064061499039
"ANALOG DEVICES, INC",A,1000,0.0,-9.139924324488165,50.0064061499039
"ANALOG DEVICES, INC",A,1000,0.0,-9.139924324488165,50.0064061499039
"ANALOG DEVICES, INC",A,1000,0.0,-9.139924324488165,50.0064061499039
"ANALOG DEVICES, INC",A+,1000,0.0,-10.22025885141644,50.0064061499039
"ANALOG DEVICES, INC",A+,1000,0.0,-10.22025885141644,50.0064061499039
"ANALOG DEVICES, INC",A+,1000,0.0,-10.22025885141644,50.0064061499039
ANDERSONS INC.,BBB+,1000,0.0,-7.533544309920652,50.0064061499039
ANHEUSER-BUSCH INBEV SA/NV,A+,1000,0.0,-10.283070104765288,50.0064061499039
ANHEUSER-BUSCH INBEV SA/NV,A+,1000,0.0,-10.283070104765288,50.0064061499039
ANHEUSER-BUSCH INBEV SA/NV,A+,1000,0.0,-10.283070104765288,50.0064061499039
ANHEUSER-BUSCH INBEV SA/NV,A+,1000,0.0,-10.283070104765288,50.0064061499039
ANHEUSER-BUSCH INBEV SA/NV,A,1000,0.0,-9.202735577837013,50.0064061499039
ANHEUSER-BUSCH INBEV SA/NV,A-,1000,0.0,-8.12240105090874,50.0064061499039
APACHE CORPORATION,BBB,1000,0.0,-4.613123430858355,50.0064061499039
APACHE CORPORATION,BBB,1000,0.0,-4.613123430858355,50.0064061499039
ARCHER-DANIELS-MIDLAND COMPANY,A,1000,0.0,-9.752691499831743,50.0064061499039
ARCHER-DANIELS-MIDLAND COMPANY,A,1000,0.0,-9.752691499831743,50.0064061499039
ARCHER-DANIELS-MIDLAND COMPANY,A,1000,0.0,-9.752691499831743,50.0064061499039
"ARROW ELECTRONICS, INC",BBB,1000,0.0,-6.351981697872031,50.0064061499039
"ARROW ELECTRONICS, INC",BBB,1000,0.0,-6.351981697872031,50.0064061499039
"ARROW ELECTRONICS, INC",BBB,1000,0.0,-6.351981697872031,50.0064061499039
"ARROW ELECTRONICS, INC",BBB,1000,0.0,-6.351981697872031,50.0064061499039
"ASBURY AUTOMOTIVE GROUP, INC",BBB-,1000,0.0,-5.209254996304102,50.0064061499039
"ASBURY AUTOMOTIVE GROUP, INC",BBB-,1000,0.0,-5.209254996304102,50.0064061499039
"ASBURY AUTOMOTIVE GROUP, INC",BBB-,1000,0.0,-5.209254996304102,50.0064061499039
ATMOS ENERGY CORPORATION,A-,1000,0.0,-7.896080566131081,50.0064061499039
ATMOS ENERGY CORPORATION,A-,1000,0.0,-7.896080566131081,50.0064061499039
ATMOS ENERGY CORPORATION,A-,1000,0.0,-7.896080566131081,50.0064061499039
"AUTOZONE, INC",BBB+,1000,0.0,-6.749539667153959,50.0064061499039
"AUTOZONE, INC",BBB+,1000,0.0,-6.749539667153959,50.0064061499039
"AUTOZONE, INC",BBB+,1000,0.0,-6.749539667153959,50.0064061499039
"AUTOZONE, INC",BBB+,1000,0.0,-6.782365547589238,50.0064061499039
AVERY DENNISON CORPORATION,BBB+,1000,0.0,-7.103259429033772,50.0064061499039
AVERY DENNISON CORPORATION,BBB,1000,0.0,-6.022924902105501,50.0064061499039
AVERY DENNISON CORPORATION,BBB,1000,0.0,-6.022924902105501,50.0064061499039
AVERY DENNISON CORPORATION,A-,1000,0.0,-8.183593955962047,50.0064061499039
AVERY DENNISON CORPORATION,BBB+,1000,0.0,-7.103259429033772,50.0064061499039
AVISTA CORPORATION,A+,1000,0.0,-9.445337977636251,50.0064061499039
AVISTA CORPORATION,A+,1000,0.0,-9.445337977636251,50.0064061499039
AVISTA CORPORATION,A+,1000,0.0,-9.445337977636251,50.0064061499039
"AVNET, INC",BBB-,1000,0.0,-5.384375841792506,50.0064061499039
"AVNET, INC",BBB-,1000,0.0,-5.384375841792506,50.0064061499039
"AVNET, INC",BBB-,1000,0.0,-5.283834662620288,50.0064061499039
"AVNET, INC",BBB-,1000,0.0,-5.283834662620288,50.0064061499039
Abbott Laboratories,A,1000,0.0,-8.901143776262986,50.0064061499039
Abbott Laboratories,A,1000,0.0,-8.901143776262986,50.0064061499039
Acadia Healthcare Company Inc.,B-,1000,0.980952380952381,2.6084582321469325,50.0064061499039
Accenture plc,A+,1000,0.0,-11.188044607360075,50.0064061499039
"Activision Blizzard, Inc.",BB+,1000,0.0,-3.881230005500015,50.0064061499039
"Activision Blizzard, Inc.",BB+,1000,0.0,-3.881230005500015,50.0064061499039
"Activision Blizzard, Inc.",BBB-,1000,0.0,-4.961564532428291,50.0064061499039
"Advance Auto Parts, Inc.",BBB,1000,0.0,-5.836156635534499,50.0064061499039
"Advanced Micro Devices, Inc.",CCC+,1000,1.0,3.761309560758326,50.0064061499039
"Advanced Micro Devices, Inc.",CCC,1000,1.0,4.8416440876866,50.0064061499039
Albemarle Corporation,BBB-,1000,0.0,-5.078957632844675,50.0064061499039
Albemarle Corporation,BBB-,1000,0.0,-5.078957632844675,50.0064061499039
Alere Inc.,CCC+,1000,0.9716931216931216,2.5844397685473934,50.0064061499039
Algonquin Power & Utilities Corp.,BB+,1000,0.0,-3.4512308606151016,50.0064061499039
Alibaba Group Holding Limited,A+,1000,0.0,-10.259297641328304,50.0064061499039
Allegheny Technologies Inc.,BB,1000,0.0,-2.392437475898131,50.0064061499039
Allegheny Technologies Incorporated,BB,1000,0.0,-2.392437475898131,50.0064061499039
Allegheny Technologies Incorporated,B+,1000,0.0,-0.23176842204158277,50.0064061499039
Allegheny Technologies Incorporated,B-,1000,0.7719404186795491,1.928900631814967,50.0064061499039
Allegiant Travel Company,BB,1000,0.0,-3.096993421289705,50.0064061499039
Allegion PLC,BB+,1000,0.0,-3.938523183235615,50.0064061499039
Alliant Energy Corp.,A,1000,0.0,-8.686372363994836,50.0064061499039
"Allison Transmission, Inc.",BB,1000,0.0,-2.5084891432711096,50.0064061499039
"Allison Transmission, Inc.",BB+,1000,0.0,-3.5888236701993836,50.0064061499039
Amazon.com Inc.,A+,1000,0.0,-10.353986699166304,50.0064061499039
Ambev S.A.,A-,1000,0.0,-8.285683276676286,50.0064061499039
Amcor Ltd.,BBB,1000,0.0,-5.954520136461383,50.0064061499039
Ameren Corporation,BBB+,1000,0.0,-6.57728936421163,50.0064061499039
America Movil B.V.,A,1000,0.0,-9.117723320697793,50.0064061499039
